sexe;preusuel;annais;dpt;nombre
1;_PRENOMS_RARES;2000;32;5
1;_PRENOMS_RARES;2001;32;8
1;_PRENOMS_RARES;2002;32;10
1;_PRENOMS_RARES;2003;32;9
1;_PRENOMS_RARES;2004;32;10
1;_PRENOMS_RARES;2005;32;8
1;_PRENOMS_RARES;2006;32;7
1;_PRENOMS_RARES;2007;32;14
1;_PRENOMS_RARES;2008;32;9
1;_PRENOMS_RARES;2009;32;13
1;_PRENOMS_RARES;2010;32;12
1;_PRENOMS_RARES;2011;32;22
1;_PRENOMS_RARES;2012;32;18
1;_PRENOMS_RARES;2013;32;17
1;_PRENOMS_RARES;2014;32;16
1;_PRENOMS_RARES;2015;32;21
1;_PRENOMS_RARES;2016;32;22
1;_PRENOMS_RARES;2017;32;20
1;_PRENOMS_RARES;2018;32;23
1;_PRENOMS_RARES;2019;32;20
1;_PRENOMS_RARES;2020;32;24
1;_PRENOMS_RARES;2021;32;28
1;AARON;2013;32;3
1;AARON;2015;32;4
1;AARON;2016;32;4
1;AARON;2017;32;3
1;AARON;2019;32;8
1;AARON;2020;32;7
1;AARON;2021;32;4
1;ACHILLE;2010;32;3
1;ADAM;2007;32;3
1;ADAM;2009;32;3
1;ADAM;2011;32;5
1;ADAM;2013;32;3
1;ADAM;2014;32;4
1;ADAM;2015;32;4
1;ADAM;2016;32;3
1;ADAM;2017;32;3
1;ADAM;2019;32;3
1;ADAM;2020;32;4
1;ADRIEN;2000;32;8
1;ADRIEN;2001;32;5
1;ADRIEN;2002;32;3
1;ADRIEN;2004;32;7
1;ADRIEN;2005;32;3
1;ADRIEN;2007;32;6
1;ADRIEN;2008;32;10
1;ADRIEN;2009;32;7
1;ADRIEN;2012;32;3
1;ADRIEN;2014;32;4
1;ADRIEN;2017;32;3
1;ALBAN;2007;32;5
1;ALBAN;2008;32;6
1;ALBAN;2009;32;4
1;ALBAN;2017;32;3
1;ALEXANDRE;2000;32;12
1;ALEXANDRE;2001;32;6
1;ALEXANDRE;2002;32;13
1;ALEXANDRE;2003;32;4
1;ALEXANDRE;2004;32;7
1;ALEXANDRE;2005;32;6
1;ALEXANDRE;2007;32;7
1;ALEXANDRE;2008;32;4
1;ALEXANDRE;2009;32;4
1;ALEXANDRE;2010;32;5
1;ALEXANDRE;2011;32;3
1;ALEXANDRE;2012;32;4
1;ALEXIS;2000;32;7
1;ALEXIS;2001;32;8
1;ALEXIS;2002;32;4
1;ALEXIS;2003;32;6
1;ALEXIS;2004;32;13
1;ALEXIS;2005;32;5
1;ALEXIS;2006;32;7
1;ALEXIS;2008;32;3
1;ALEXIS;2009;32;5
1;ALEXIS;2010;32;3
1;ALEXIS;2011;32;6
1;ALEXIS;2012;32;3
1;ALEXIS;2019;32;3
1;AMIR;2012;32;3
1;AMIR;2016;32;4
1;AMIR;2020;32;3
1;ANDRÉA;2005;32;3
1;ANGEL;2020;32;3
1;ANGELO;2001;32;3
1;ANTHONY;2000;32;4
1;ANTHONY;2001;32;8
1;ANTHONY;2002;32;8
1;ANTHONY;2003;32;3
1;ANTOINE;2000;32;3
1;ANTOINE;2001;32;8
1;ANTOINE;2002;32;6
1;ANTOINE;2004;32;3
1;ANTOINE;2006;32;3
1;ANTOINE;2007;32;6
1;ANTOINE;2008;32;6
1;ANTOINE;2009;32;8
1;ANTOINE;2011;32;3
1;ANTOINE;2014;32;4
1;ANTOINE;2016;32;4
1;ANTOINE;2017;32;3
1;ANTOINE;2018;32;4
1;ANTOINE;2020;32;3
1;ANTONIN;2010;32;3
1;ARMAND;2016;32;3
1;ARMAND;2020;32;3
1;ARNAUD;2002;32;3
1;ARNAUD;2003;32;3
1;ARTHUR;2000;32;3
1;ARTHUR;2001;32;4
1;ARTHUR;2002;32;7
1;ARTHUR;2003;32;5
1;ARTHUR;2004;32;5
1;ARTHUR;2005;32;3
1;ARTHUR;2006;32;5
1;ARTHUR;2007;32;3
1;ARTHUR;2008;32;3
1;ARTHUR;2010;32;6
1;ARTHUR;2011;32;5
1;ARTHUR;2012;32;4
1;ARTHUR;2013;32;5
1;ARTHUR;2014;32;6
1;ARTHUR;2015;32;6
1;ARTHUR;2016;32;7
1;ARTHUR;2018;32;4
1;ARTHUR;2019;32;10
1;ARTHUR;2020;32;3
1;ARTHUR;2021;32;6
1;AUGUSTE;2017;32;3
1;AUGUSTIN;2015;32;3
1;AUGUSTIN;2016;32;4
1;AUGUSTIN;2019;32;3
1;AUGUSTIN;2020;32;4
1;AURÉLIEN;2000;32;7
1;AURÉLIEN;2002;32;3
1;AURÉLIEN;2003;32;4
1;AURÉLIEN;2005;32;3
1;AURÉLIEN;2010;32;3
1;AXEL;2000;32;4
1;AXEL;2001;32;5
1;AXEL;2002;32;7
1;AXEL;2003;32;4
1;AXEL;2004;32;6
1;AXEL;2005;32;5
1;AXEL;2006;32;6
1;AXEL;2007;32;4
1;AXEL;2009;32;3
1;AXEL;2010;32;7
1;AXEL;2011;32;3
1;AXEL;2012;32;3
1;AXEL;2013;32;5
1;AXEL;2019;32;4
1;AXEL;2021;32;4
1;AYDEN;2018;32;3
1;BAPTISTE;2000;32;9
1;BAPTISTE;2001;32;6
1;BAPTISTE;2002;32;6
1;BAPTISTE;2003;32;10
1;BAPTISTE;2004;32;10
1;BAPTISTE;2005;32;5
1;BAPTISTE;2006;32;7
1;BAPTISTE;2007;32;11
1;BAPTISTE;2008;32;5
1;BAPTISTE;2009;32;4
1;BAPTISTE;2010;32;5
1;BAPTISTE;2011;32;5
1;BAPTISTE;2012;32;3
1;BAPTISTE;2013;32;5
1;BAPTISTE;2014;32;9
1;BAPTISTE;2015;32;3
1;BAPTISTE;2017;32;3
1;BAPTISTE;2018;32;3
1;BAPTISTE;2019;32;5
1;BAPTISTE;2020;32;5
1;BASTIEN;2000;32;4
1;BASTIEN;2001;32;6
1;BASTIEN;2002;32;6
1;BASTIEN;2003;32;4
1;BASTIEN;2006;32;5
1;BASTIEN;2007;32;5
1;BASTIEN;2010;32;3
1;BASTIEN;2013;32;4
1;BASTIEN;2014;32;3
1;BENJAMIN;2000;32;5
1;BENJAMIN;2001;32;8
1;BENJAMIN;2002;32;5
1;BENJAMIN;2003;32;4
1;BENJAMIN;2005;32;3
1;BENJAMIN;2008;32;3
1;BENJAMIN;2009;32;3
1;BENJAMIN;2010;32;3
1;BENJAMIN;2011;32;3
1;BENJAMIN;2017;32;4
1;BENJAMIN;2018;32;4
1;BENOÎT;2001;32;3
1;BENOÎT;2004;32;3
1;BRYAN;2004;32;3
1;CAMILLE;2019;32;4
1;CAMILLE;2021;32;5
1;CLÉMENT;2000;32;5
1;CLÉMENT;2001;32;10
1;CLÉMENT;2002;32;7
1;CLÉMENT;2003;32;7
1;CLÉMENT;2004;32;7
1;CLÉMENT;2005;32;6
1;CLÉMENT;2006;32;7
1;CLÉMENT;2007;32;9
1;CLÉMENT;2008;32;13
1;CLÉMENT;2009;32;8
1;CLÉMENT;2010;32;5
1;CLÉMENT;2011;32;6
1;CLÉMENT;2012;32;6
1;CLÉMENT;2013;32;4
1;CLÉMENT;2014;32;7
1;CLÉMENT;2015;32;6
1;CLÉMENT;2016;32;3
1;CLÉMENT;2018;32;5
1;CLÉMENT;2020;32;3
1;CORENTIN;2000;32;3
1;CORENTIN;2001;32;3
1;CORENTIN;2002;32;4
1;CORENTIN;2004;32;7
1;CORENTIN;2014;32;3
1;CYRIL;2001;32;3
1;CYRIL;2003;32;3
1;DAMIEN;2000;32;3
1;DAMIEN;2001;32;7
1;DAMIEN;2002;32;4
1;DAMIEN;2003;32;4
1;DAMIEN;2004;32;4
1;DAVID;2002;32;3
1;DIEGO;2005;32;5
1;DIEGO;2011;32;3
1;DIEGO;2014;32;4
1;DIEGO;2021;32;3
1;DIMITRI;2000;32;3
1;DIMITRI;2001;32;3
1;DORIAN;2000;32;6
1;DORIAN;2001;32;5
1;DORIAN;2002;32;14
1;DORIAN;2003;32;3
1;DORIAN;2004;32;5
1;DORIAN;2005;32;6
1;DORIAN;2006;32;3
1;DORIAN;2007;32;5
1;DORIAN;2008;32;9
1;DORIAN;2009;32;6
1;DORIAN;2017;32;3
1;DYLAN;2000;32;4
1;DYLAN;2002;32;4
1;DYLAN;2004;32;3
1;DYLAN;2005;32;3
1;DYLAN;2009;32;3
1;DYLAN;2010;32;3
1;DYLAN;2016;32;3
1;EDEN;2013;32;3
1;EDEN;2015;32;4
1;EDEN;2019;32;5
1;ELIAN;2010;32;3
1;ELIAS;2008;32;3
1;ELIE;2005;32;3
1;ELIO;2012;32;3
1;ELIO;2019;32;3
1;ELIO;2020;32;3
1;ELIO;2021;32;5
1;ELIOT;2013;32;3
1;ELIOTT;2006;32;3
1;ELIOTT;2021;32;3
1;ENZO;2000;32;5
1;ENZO;2001;32;9
1;ENZO;2002;32;13
1;ENZO;2003;32;17
1;ENZO;2004;32;14
1;ENZO;2005;32;11
1;ENZO;2006;32;12
1;ENZO;2007;32;5
1;ENZO;2008;32;14
1;ENZO;2009;32;4
1;ENZO;2010;32;14
1;ENZO;2011;32;10
1;ENZO;2012;32;9
1;ENZO;2013;32;6
1;ENZO;2014;32;5
1;ENZO;2015;32;4
1;ENZO;2016;32;5
1;ENZO;2018;32;4
1;ENZO;2020;32;7
1;ERWAN;2011;32;3
1;ESTEBAN;2003;32;5
1;ESTEBAN;2004;32;3
1;ESTEBAN;2007;32;4
1;ESTEBAN;2008;32;3
1;ESTEBAN;2009;32;5
1;ESTEBAN;2012;32;3
1;ESTEBAN;2014;32;3
1;ETHAN;2006;32;7
1;ETHAN;2007;32;6
1;ETHAN;2009;32;5
1;ETHAN;2011;32;6
1;ETHAN;2012;32;12
1;ETHAN;2013;32;10
1;ETHAN;2015;32;5
1;ETHAN;2016;32;7
1;ETHAN;2017;32;4
1;ETHAN;2018;32;9
1;ETHAN;2019;32;3
1;ETHAN;2020;32;4
1;ETIENNE;2000;32;3
1;ETIENNE;2006;32;3
1;EVAN;2005;32;5
1;EVAN;2006;32;4
1;EVAN;2008;32;3
1;EVAN;2009;32;5
