sexe;preusuel;annais;dpt;nombre
1;_PRENOMS_RARES;2000;48;4
1;_PRENOMS_RARES;2002;48;5
1;_PRENOMS_RARES;2004;48;5
1;_PRENOMS_RARES;2005;48;7
1;_PRENOMS_RARES;2006;48;4
1;_PRENOMS_RARES;2007;48;6
1;_PRENOMS_RARES;2009;48;7
1;_PRENOMS_RARES;2010;48;8
1;_PRENOMS_RARES;2011;48;4
1;_PRENOMS_RARES;2012;48;10
1;_PRENOMS_RARES;2013;48;4
1;_PRENOMS_RARES;2014;48;5
1;_PRENOMS_RARES;2015;48;8
1;_PRENOMS_RARES;2016;48;8
1;_PRENOMS_RARES;2017;48;11
1;_PRENOMS_RARES;2018;48;4
1;_PRENOMS_RARES;2019;48;9
1;_PRENOMS_RARES;2020;48;6
1;_PRENOMS_RARES;2021;48;5
1;AARON;2017;48;3
1;ADAM;2021;48;3
1;ADRIEN;2003;48;3
1;ADRIEN;2007;48;3
1;ADRIEN;2009;48;5
1;ADRIEN;2013;48;3
1;ALEXANDRE;2000;48;4
1;ALEXANDRE;2001;48;4
1;ALEXANDRE;2002;48;3
1;ALEXANDRE;2003;48;6
1;ALEXANDRE;2004;48;3
1;ALEXANDRE;2007;48;3
1;ALEXANDRE;2010;48;3
1;ALEXIS;2000;48;3
1;ALEXIS;2001;48;3
1;ALEXIS;2002;48;5
1;ALEXIS;2005;48;3
1;ALEXIS;2007;48;3
1;ANTHONY;2001;48;3
1;ANTHONY;2003;48;3
1;ANTHONY;2004;48;3
1;ANTHONY;2005;48;5
1;ANTOINE;2000;48;4
1;ANTOINE;2003;48;6
1;ANTOINE;2004;48;3
1;ANTOINE;2005;48;4
1;ANTOINE;2007;48;4
1;ANTOINE;2008;48;3
1;ANTOINE;2009;48;4
1;ANTOINE;2010;48;3
1;ANTOINE;2014;48;3
1;ANTOINE;2018;48;6
1;ANTONIN;2012;48;4
1;ARTHUR;2003;48;3
1;ARTHUR;2006;48;3
1;ARTHUR;2007;48;4
1;ARTHUR;2008;48;3
1;ARTHUR;2011;48;3
1;ARTHUR;2012;48;4
1;ARTHUR;2014;48;4
1;ARTHUR;2017;48;3
1;ARTHUR;2021;48;4
1;AURÉLIEN;2019;48;3
1;AXEL;2008;48;3
1;AXEL;2013;48;4
1;AXEL;2014;48;4
1;AXEL;2018;48;3
1;AXEL;2021;48;4
1;BAPTISTE;2000;48;6
1;BAPTISTE;2002;48;7
1;BAPTISTE;2003;48;4
1;BAPTISTE;2004;48;5
1;BAPTISTE;2007;48;3
1;BAPTISTE;2009;48;6
1;BAPTISTE;2013;48;5
1;BAPTISTE;2017;48;5
1;BAPTISTE;2018;48;3
1;BASTIEN;2000;48;3
1;BASTIEN;2002;48;3
1;BASTIEN;2003;48;3
1;BASTIEN;2008;48;4
1;BASTIEN;2009;48;3
1;BENJAMIN;2000;48;4
1;BENJAMIN;2001;48;5
1;BENJAMIN;2002;48;3
1;BENJAMIN;2004;48;3
1;BENJAMIN;2005;48;5
1;CAMILLE;2014;48;3
1;CHARLES;2008;48;3
1;CLÉMENT;2000;48;5
1;CLÉMENT;2001;48;6
1;CLÉMENT;2003;48;11
1;CLÉMENT;2004;48;6
1;CLÉMENT;2008;48;3
1;CLÉMENT;2009;48;3
1;CLÉMENT;2011;48;5
1;CLÉMENT;2012;48;4
1;CLÉMENT;2014;48;5
1;CLÉMENT;2015;48;3
1;CLÉMENT;2016;48;4
1;CORENTIN;2002;48;3
1;CORENTIN;2003;48;3
1;CORENTIN;2004;48;4
1;CORENTIN;2008;48;3
1;DIEGO;2015;48;3
1;DORIAN;2000;48;5
1;DORIAN;2002;48;4
1;DORIAN;2003;48;6
1;DORIAN;2005;48;5
1;DORIAN;2011;48;3
1;DYLAN;2003;48;3
1;DYLAN;2004;48;4
1;EDEN;2020;48;3
1;ELIAS;2021;48;3
1;ENZO;2002;48;4
1;ENZO;2003;48;5
1;ENZO;2005;48;8
1;ENZO;2006;48;8
1;ENZO;2007;48;4
1;ENZO;2008;48;4
1;ENZO;2009;48;3
1;ENZO;2010;48;7
1;ENZO;2011;48;3
1;ENZO;2012;48;7
1;ENZO;2013;48;4
1;ENZO;2017;48;4
1;ENZO;2019;48;6
1;ERWAN;2004;48;3
1;ETHAN;2008;48;6
1;ETHAN;2010;48;3
1;ETHAN;2016;48;3
1;ETHAN;2017;48;3
1;ETHAN;2018;48;4
1;ETHAN;2020;48;6
1;ETIENNE;2005;48;4
1;ETIENNE;2012;48;3
1;EVAN;2008;48;3
1;EVAN;2009;48;3
1;EVAN;2010;48;4
1;EVAN;2013;48;3
1;EVAN;2015;48;3
1;EVAN;2018;48;4
1;FABIEN;2000;48;3
1;FABIEN;2003;48;5
1;FLORIAN;2000;48;3
1;GABIN;2003;48;3
1;GABIN;2007;48;3
1;GABIN;2009;48;3
1;GABIN;2011;48;3
1;GABIN;2014;48;4
1;GABIN;2015;48;3
1;GABIN;2017;48;4
1;GABIN;2018;48;6
1;GABIN;2020;48;4
1;GABIN;2021;48;5
1;GABRIEL;2004;48;3
1;GABRIEL;2007;48;3
1;GABRIEL;2009;48;3
1;GABRIEL;2010;48;4
1;GABRIEL;2012;48;5
1;GABRIEL;2013;48;3
1;GABRIEL;2014;48;5
1;GABRIEL;2016;48;7
1;GABRIEL;2017;48;4
1;GABRIEL;2019;48;4
1;GABRIEL;2021;48;4
1;GAËTAN;2003;48;3
1;GUILHEM;2008;48;3
1;GUILLAUME;2001;48;7
1;HUGO;2000;48;12
