sexe;preusuel;annais;dpt;nombre
1;_PRENOMS_RARES;2000;53;30
1;_PRENOMS_RARES;2001;53;30
1;_PRENOMS_RARES;2002;53;25
1;_PRENOMS_RARES;2003;53;31
1;_PRENOMS_RARES;2004;53;37
1;_PRENOMS_RARES;2005;53;47
1;_PRENOMS_RARES;2006;53;39
1;_PRENOMS_RARES;2007;53;44
1;_PRENOMS_RARES;2008;53;53
1;_PRENOMS_RARES;2009;53;41
1;_PRENOMS_RARES;2010;53;43
1;_PRENOMS_RARES;2011;53;61
1;_PRENOMS_RARES;2012;53;81
1;_PRENOMS_RARES;2013;53;63
1;_PRENOMS_RARES;2014;53;60
1;_PRENOMS_RARES;2015;53;57
1;_PRENOMS_RARES;2016;53;58
1;_PRENOMS_RARES;2017;53;72
1;_PRENOMS_RARES;2018;53;53
1;_PRENOMS_RARES;2019;53;65
1;_PRENOMS_RARES;2020;53;82
1;_PRENOMS_RARES;2021;53;53
1;AARON;2005;53;3
1;AARON;2006;53;3
1;AARON;2007;53;5
1;AARON;2008;53;3
1;AARON;2009;53;4
1;AARON;2010;53;5
1;AARON;2011;53;9
1;AARON;2012;53;4
1;AARON;2013;53;5
1;AARON;2014;53;11
1;AARON;2015;53;7
1;AARON;2016;53;7
1;AARON;2017;53;7
1;AARON;2018;53;9
1;AARON;2019;53;9
1;AARON;2020;53;7
1;AARON;2021;53;6
1;ABDOULAYE;2018;53;5
1;ABEL;2011;53;6
1;ABEL;2015;53;4
1;ABEL;2018;53;3
1;ABEL;2019;53;6
1;ABEL;2021;53;4
1;ACHILLE;2014;53;3
1;ACHILLE;2018;53;3
1;ACHILLE;2020;53;4
1;ADAM;2000;53;3
1;ADAM;2002;53;3
1;ADAM;2003;53;4
1;ADAM;2004;53;4
1;ADAM;2005;53;5
1;ADAM;2006;53;6
1;ADAM;2007;53;4
1;ADAM;2008;53;8
1;ADAM;2009;53;8
1;ADAM;2010;53;9
1;ADAM;2012;53;7
1;ADAM;2013;53;7
1;ADAM;2014;53;7
1;ADAM;2015;53;6
1;ADAM;2016;53;10
1;ADAM;2017;53;4
1;ADAM;2018;53;5
1;ADAM;2019;53;8
1;ADAM;2020;53;5
1;ADAM;2021;53;8
