sexe;preusuel;annais;dpt;nombre
1;_PRENOMS_RARES;2000;83;105
1;_PRENOMS_RARES;2001;83;104
1;_PRENOMS_RARES;2002;83;85
1;_PRENOMS_RARES;2003;83;116
1;_PRENOMS_RARES;2004;83;126
1;_PRENOMS_RARES;2005;83;131
1;_PRENOMS_RARES;2006;83;140
1;_PRENOMS_RARES;2007;83;151
1;_PRENOMS_RARES;2008;83;151
1;_PRENOMS_RARES;2009;83;162
1;_PRENOMS_RARES;2010;83;158
1;_PRENOMS_RARES;2011;83;195
1;_PRENOMS_RARES;2012;83;191
1;_PRENOMS_RARES;2013;83;176
1;_PRENOMS_RARES;2014;83;172
1;_PRENOMS_RARES;2015;83;204
1;_PRENOMS_RARES;2016;83;203
1;_PRENOMS_RARES;2017;83;185
1;_PRENOMS_RARES;2018;83;176
1;_PRENOMS_RARES;2019;83;186
1;_PRENOMS_RARES;2020;83;181
1;_PRENOMS_RARES;2021;83;211
1;AARON;2004;83;9
1;AARON;2005;83;5
1;AARON;2006;83;7
1;AARON;2007;83;16
1;AARON;2008;83;28
1;AARON;2009;83;26
1;AARON;2010;83;35
1;AARON;2011;83;37
1;AARON;2012;83;22
1;AARON;2013;83;29
1;AARON;2014;83;31
1;AARON;2015;83;49
1;AARON;2016;83;43
1;AARON;2017;83;29
1;AARON;2018;83;39
1;AARON;2019;83;43
1;AARON;2020;83;36
1;AARON;2021;83;49
1;ABD;2014;83;4
1;ABD-ALLAH;2010;83;3
1;ABDALLAH;2010;83;3
1;ABDALLAH;2011;83;4
1;ABDALLAH;2013;83;3
1;ABDALLAH;2014;83;4
1;ABDALLAH;2015;83;3
1;ABDALLAH;2016;83;3
1;ABDALLAH;2017;83;3
1;ABDALLAH;2018;83;5
1;ABDALLAH;2020;83;3
1;ABDELKADER;2004;83;5
1;ABDELKADER;2007;83;3
1;ABDELKADER;2015;83;3
1;ABDELLAH;2005;83;3
1;ABDELLAH;2011;83;4
1;ABEL;2016;83;4
1;ABEL;2018;83;7
1;ACHILLE;2006;83;4
1;ACHILLE;2007;83;3
1;ACHILLE;2009;83;3
1;ACHILLE;2010;83;5
1;ACHILLE;2012;83;3
1;ACHILLE;2013;83;3
1;ACHILLE;2015;83;3
1;ACHILLE;2016;83;5
1;ACHILLE;2017;83;3
1;ACHILLE;2019;83;5
1;ACHILLE;2020;83;7
1;ACHILLE;2021;83;6
1;ACHRAF;2005;83;3
1;ACHRAF;2015;83;3
1;ADAM;2000;83;8
1;ADAM;2001;83;17
1;ADAM;2002;83;17
1;ADAM;2003;83;17
1;ADAM;2004;83;21
1;ADAM;2005;83;25
1;ADAM;2006;83;39
1;ADAM;2007;83;35
1;ADAM;2008;83;45
1;ADAM;2009;83;46
1;ADAM;2010;83;50
1;ADAM;2011;83;42
1;ADAM;2012;83;54
1;ADAM;2013;83;53
1;ADAM;2014;83;66
1;ADAM;2015;83;35
1;ADAM;2016;83;66
1;ADAM;2017;83;59
1;ADAM;2018;83;47
1;ADAM;2019;83;42
1;ADAM;2020;83;31
1;ADAM;2021;83;42
1;ADEL;2000;83;3
1;ADEL;2006;83;3
1;ADEL;2009;83;3
1;ADEL;2011;83;3
1;ADEL;2013;83;3
1;ADEL;2016;83;3
1;ADEM;2003;83;6
1;ADEM;2005;83;7
1;ADEM;2006;83;6
1;ADEM;2007;83;5
1;ADEM;2008;83;9
1;ADEM;2009;83;5
1;ADEM;2010;83;12
1;ADEM;2011;83;10
1;ADEM;2012;83;10
1;ADEM;2013;83;15
1;ADEM;2014;83;14
1;ADEM;2015;83;15
1;ADEM;2016;83;13
1;ADEM;2017;83;15
1;ADEM;2018;83;15
1;ADEM;2019;83;8
1;ADEM;2020;83;10
1;ADEM;2021;83;12
1;ADIL;2001;83;4
1;ADIL;2004;83;3
1;ADIL;2007;83;3
1;ADONIS;2020;83;4
1;ADONIS;2021;83;3
1;ADRIAN;2001;83;3
1;ADRIAN;2002;83;3
1;ADRIAN;2011;83;3
1;ADRIAN;2013;83;3
1;ADRIAN;2014;83;3
1;ADRIANO;2010;83;4
1;ADRIEN;2000;83;51
1;ADRIEN;2001;83;31
1;ADRIEN;2002;83;36
1;ADRIEN;2003;83;19
1;ADRIEN;2004;83;31
1;ADRIEN;2005;83;22
1;ADRIEN;2006;83;21
1;ADRIEN;2007;83;26
1;ADRIEN;2008;83;17
1;ADRIEN;2009;83;23
1;ADRIEN;2010;83;14
1;ADRIEN;2011;83;21
1;ADRIEN;2012;83;17
1;ADRIEN;2013;83;10
1;ADRIEN;2014;83;13
1;ADRIEN;2015;83;11
1;ADRIEN;2016;83;7
1;ADRIEN;2017;83;10
1;ADRIEN;2018;83;9
1;ADRIEN;2019;83;12
1;ADRIEN;2020;83;4
1;ADRIEN;2021;83;4
1;AEDAN;2018;83;3
1;AEDAN;2019;83;3
1;AHMED;2000;83;5
1;AHMED;2002;83;5
1;AHMED;2003;83;5
1;AHMED;2004;83;3
1;AHMED;2005;83;5
1;AHMED;2006;83;3
1;AHMED;2007;83;5
1;AHMED;2008;83;5
1;AHMED;2009;83;5
1;AHMED;2010;83;4
1;AHMED;2011;83;4
1;AHMED;2012;83;4
1;AHMED;2014;83;6
1;AHMED;2015;83;7
1;AHMED;2017;83;7
1;AHMED;2018;83;4
1;AHMED;2019;83;9
1;AHMED;2020;83;4
1;AHMED;2021;83;4
1;AIDAN;2006;83;3
1;AÏDAN;2015;83;3
1;AIDEN;2014;83;3
1;AÏDEN;2015;83;5
1;AÏDEN;2017;83;3
1;AÏDEN;2020;83;3
1;AIME;2003;83;3
1;AIMEN;2001;83;3
1;AIMEN;2007;83;4
1;AKIM;2000;83;3
1;AKRAM;2005;83;5
1;AKRAM;2006;83;3
1;AKRAM;2013;83;3
1;AKRAM;2020;83;4
1;ALAIN;2001;83;4
1;ALAN;2000;83;10
1;ALAN;2001;83;9
1;ALAN;2002;83;9
1;ALAN;2004;83;9
1;ALAN;2005;83;8
1;ALAN;2006;83;5
1;ALAN;2008;83;7
1;ALAN;2012;83;3
1;ALAN;2013;83;6
1;ALAN;2015;83;3
1;ALAN;2016;83;3
1;ALAN;2017;83;5
1;ALBAN;2001;83;4
1;ALBAN;2002;83;3
1;ALBAN;2003;83;3
1;ALBAN;2005;83;6
1;ALBAN;2006;83;3
1;ALBAN;2007;83;4
1;ALBAN;2008;83;3
1;ALBAN;2009;83;4
1;ALBAN;2010;83;7
1;ALBAN;2011;83;7
1;ALBAN;2012;83;4
1;ALBAN;2013;83;7
1;ALBAN;2014;83;5
1;ALBAN;2015;83;4
1;ALBAN;2016;83;8
1;ALBAN;2017;83;6
1;ALBAN;2018;83;5
1;ALBAN;2020;83;4
