sexe;preusuel;annais;dpt;nombre
1;_PRENOMS_RARES;2000;10;35
1;_PRENOMS_RARES;2001;10;45
1;_PRENOMS_RARES;2002;10;46
1;_PRENOMS_RARES;2003;10;51
1;_PRENOMS_RARES;2004;10;61
1;_PRENOMS_RARES;2005;10;52
1;_PRENOMS_RARES;2006;10;53
1;_PRENOMS_RARES;2007;10;75
1;_PRENOMS_RARES;2008;10;76
1;_PRENOMS_RARES;2009;10;90
1;_PRENOMS_RARES;2010;10;93
1;_PRENOMS_RARES;2011;10;100
1;_PRENOMS_RARES;2012;10;97
1;_PRENOMS_RARES;2013;10;111
1;_PRENOMS_RARES;2014;10;113
1;_PRENOMS_RARES;2015;10;91
1;_PRENOMS_RARES;2016;10;117
1;_PRENOMS_RARES;2017;10;95
1;_PRENOMS_RARES;2018;10;110
1;_PRENOMS_RARES;2019;10;125
1;_PRENOMS_RARES;2020;10;119
1;_PRENOMS_RARES;2021;10;121
1;AARON;2006;10;4
1;AARON;2007;10;3
1;AARON;2008;10;9
1;AARON;2009;10;8
1;AARON;2010;10;10
1;AARON;2011;10;7
1;AARON;2012;10;5
1;AARON;2013;10;5
1;AARON;2014;10;10
1;AARON;2015;10;12
1;AARON;2016;10;10
1;AARON;2017;10;7
1;AARON;2018;10;9
1;AARON;2019;10;13
1;AARON;2020;10;10
1;AARON;2021;10;9
1;ABEL;2014;10;3
1;ABEL;2017;10;4
1;ABEL;2019;10;4
1;ABEL;2021;10;4
1;ACHILLE;2010;10;3
1;ACHILLE;2018;10;4
1;ACHILLE;2020;10;5
1;ACHILLE;2021;10;3
1;ADAM;2000;10;3
1;ADAM;2001;10;3
1;ADAM;2004;10;3
1;ADAM;2005;10;6
1;ADAM;2006;10;7
1;ADAM;2007;10;9
1;ADAM;2008;10;14
1;ADAM;2009;10;9
1;ADAM;2010;10;13
1;ADAM;2011;10;14
1;ADAM;2012;10;18
1;ADAM;2013;10;16
1;ADAM;2014;10;17
1;ADAM;2015;10;23
1;ADAM;2016;10;15
1;ADAM;2017;10;18
1;ADAM;2018;10;16
1;ADAM;2019;10;12
1;ADAM;2020;10;12
1;ADAM;2021;10;17
1;ADEL;2019;10;3
1;ADEM;2012;10;3
1;ADEM;2018;10;4
1;ADEM;2020;10;3
1;ADRIEN;2000;10;18
1;ADRIEN;2001;10;18
1;ADRIEN;2002;10;13
1;ADRIEN;2003;10;9
1;ADRIEN;2004;10;6
1;ADRIEN;2005;10;8
1;ADRIEN;2006;10;9
1;ADRIEN;2007;10;9
1;ADRIEN;2008;10;5
1;ADRIEN;2009;10;8
1;ADRIEN;2010;10;7
1;ADRIEN;2011;10;4
1;ADRIEN;2012;10;8
1;ADRIEN;2014;10;3
1;ADRIEN;2016;10;3
1;ADRIEN;2017;10;4
1;ADRIEN;2019;10;3
1;AIDEN;2016;10;3
1;ALAN;2001;10;4
1;ALAN;2002;10;3
1;ALAN;2003;10;4
1;ALAN;2005;10;4
1;ALAN;2014;10;3
1;ALBAN;2003;10;5
1;ALBAN;2004;10;3
1;ALBAN;2006;10;5
1;ALBAN;2008;10;3
1;ALBAN;2009;10;3
1;ALBAN;2011;10;4
1;ALBAN;2013;10;3
1;ALBAN;2016;10;3
1;ALBAN;2017;10;4
1;ALBAN;2020;10;3
1;ALESSIO;2011;10;3
1;ALESSIO;2017;10;3
1;ALESSIO;2019;10;3
1;ALESSIO;2020;10;3
1;ALESSIO;2021;10;3
1;ALEX;2000;10;5
1;ALEX;2002;10;5
1;ALEX;2003;10;5
1;ALEX;2004;10;5
1;ALEX;2005;10;4
1;ALEX;2006;10;5
1;ALEX;2009;10;3
1;ALEX;2012;10;5
1;ALEX;2015;10;3
1;ALEXANDRE;2000;10;17
1;ALEXANDRE;2001;10;16
1;ALEXANDRE;2002;10;16
1;ALEXANDRE;2003;10;15
1;ALEXANDRE;2004;10;10
1;ALEXANDRE;2005;10;14
1;ALEXANDRE;2006;10;7
1;ALEXANDRE;2007;10;9
1;ALEXANDRE;2008;10;6
1;ALEXANDRE;2009;10;6
1;ALEXANDRE;2010;10;9
1;ALEXANDRE;2011;10;6
1;ALEXANDRE;2012;10;3
1;ALEXANDRE;2013;10;5
1;ALEXANDRE;2015;10;7
1;ALEXANDRE;2016;10;5
1;ALEXANDRE;2017;10;3
1;ALEXANDRE;2018;10;3
1;ALEXANDRE;2020;10;3
1;ALEXIS;2000;10;24
1;ALEXIS;2001;10;35
1;ALEXIS;2002;10;14
1;ALEXIS;2003;10;14
1;ALEXIS;2004;10;16
1;ALEXIS;2005;10;15
1;ALEXIS;2006;10;15
1;ALEXIS;2007;10;13
1;ALEXIS;2008;10;10
1;ALEXIS;2009;10;12
1;ALEXIS;2010;10;5
1;ALEXIS;2011;10;6
1;ALEXIS;2012;10;6
1;ALEXIS;2013;10;5
1;ALEXIS;2014;10;3
1;ALEXIS;2016;10;3
1;ALI;2003;10;5
1;ALI;2007;10;3
1;ALI;2014;10;5
1;ALI;2015;10;8
1;ALI;2020;10;3
1;ALI;2021;10;5
1;ALIX;2000;10;5
1;ALIX;2003;10;3
1;ALIX;2005;10;3
1;ALIX;2009;10;3
1;ALIX;2010;10;3
1;ALIX;2015;10;3
1;ALLAN;2000;10;9
1;ALLAN;2001;10;8
1;ALLAN;2002;10;7
1;ALLAN;2003;10;3
1;ALLAN;2004;10;4
1;ALOIS;2009;10;4
1;ALOÏS;2013;10;3
1;ALOÏS;2021;10;3
1;AMAURY;2007;10;3
1;AMAURY;2009;10;4
1;AMAURY;2010;10;3
1;AMAURY;2011;10;3
1;AMAURY;2014;10;4
1;AMAURY;2017;10;3
1;AMINE;2004;10;4
1;AMINE;2005;10;4
1;AMINE;2006;10;6
1;AMINE;2007;10;4
1;AMINE;2008;10;4
1;AMINE;2009;10;9
1;AMINE;2010;10;7
1;AMINE;2012;10;5
1;AMINE;2013;10;6
1;AMINE;2014;10;5
1;AMINE;2015;10;3
1;AMINE;2016;10;7
1;AMINE;2018;10;6
1;AMINE;2019;10;4
1;AMINE;2021;10;4
1;AMIR;2004;10;3
1;AMIR;2012;10;4
1;AMIR;2017;10;5
1;AMIR;2018;10;3
1;AMIR;2019;10;6
1;AMIR;2021;10;3
1;ANAS;2010;10;4
1;ANAS;2011;10;3
1;ANAS;2013;10;3
1;ANAS;2019;10;3
1;ANAS;2021;10;6
1;ANDREA;2021;10;3
1;ANDRÉA;2021;10;4
1;ANDRÉAS;2016;10;3
1;ANDY;2004;10;4
1;ANDY;2006;10;7
1;ANDY;2007;10;3
1;ANDY;2010;10;4
1;ANDY;2011;10;3
1;ANDY;2013;10;3
1;ANGE;2007;10;3
1;ANGELO;2011;10;3
1;ANGELO;2015;10;3
1;ANIS;2007;10;3
1;ANIS;2009;10;5
1;ANTHONY;2000;10;35
1;ANTHONY;2001;10;13
1;ANTHONY;2002;10;16
1;ANTHONY;2003;10;4
1;ANTHONY;2004;10;7
1;ANTHONY;2005;10;5
1;ANTHONY;2006;10;5
1;ANTHONY;2007;10;6
1;ANTHONY;2008;10;7
1;ANTHONY;2010;10;3
1;ANTOINE;2000;10;26
1;ANTOINE;2001;10;31
1;ANTOINE;2002;10;25
1;ANTOINE;2003;10;20
1;ANTOINE;2004;10;11
1;ANTOINE;2005;10;12
1;ANTOINE;2006;10;21
1;ANTOINE;2007;10;13
1;ANTOINE;2008;10;18
1;ANTOINE;2009;10;16
1;ANTOINE;2010;10;10
1;ANTOINE;2011;10;12
1;ANTOINE;2012;10;15
1;ANTOINE;2013;10;8
1;ANTOINE;2014;10;16
1;ANTOINE;2015;10;12
1;ANTOINE;2017;10;7
1;ANTOINE;2018;10;6
1;ANTOINE;2019;10;8
1;ANTOINE;2020;10;8
1;ANTOINE;2021;10;5
1;ANTON;2004;10;3
1;ANTONIN;2000;10;11
1;ANTONIN;2001;10;8
1;ANTONIN;2002;10;7
1;ANTONIN;2003;10;18
1;ANTONIN;2004;10;7
1;ANTONIN;2005;10;12
1;ANTONIN;2006;10;9
1;ANTONIN;2007;10;5
1;ANTONIN;2008;10;6
1;ANTONIN;2009;10;3
1;ANTONIN;2010;10;3
1;ANTONIN;2011;10;8
1;ANTONIN;2012;10;6
1;ANTONIN;2013;10;5
1;ANTONIN;2015;10;6
1;ANTONIN;2016;10;3
1;ANTONIN;2017;10;5
1;ANTONIN;2018;10;4
1;ANTONIN;2019;10;3
1;ANTONIN;2020;10;4
1;ARMAND;2000;10;3
1;ARMAND;2003;10;3
1;ARMAND;2005;10;5
1;ARMAND;2007;10;3
1;ARMAND;2009;10;4
1;ARMAND;2011;10;4
1;ARMAND;2012;10;4
1;ARMAND;2013;10;5
1;ARMAND;2014;10;3
1;ARMAND;2016;10;3
1;ARMAND;2017;10;4
1;ARMAND;2018;10;3
1;ARMAND;2020;10;3
1;ARNAUD;2001;10;4
1;ARNAUD;2002;10;3
1;ARNAUD;2008;10;3
1;ARSÈNE;2016;10;5
1;ARSÈNE;2017;10;3
1;ARSÈNE;2018;10;3
1;ARSÈNE;2020;10;6
1;ARSÈNE;2021;10;3
1;ARTHUR;2000;10;18
1;ARTHUR;2001;10;17
1;ARTHUR;2002;10;15
1;ARTHUR;2003;10;17
1;ARTHUR;2004;10;12
1;ARTHUR;2005;10;11
1;ARTHUR;2006;10;16
1;ARTHUR;2007;10;21
1;ARTHUR;2008;10;15
1;ARTHUR;2009;10;14
1;ARTHUR;2010;10;19
1;ARTHUR;2011;10;12
1;ARTHUR;2012;10;13
1;ARTHUR;2013;10;17
1;ARTHUR;2014;10;11
1;ARTHUR;2015;10;21
1;ARTHUR;2016;10;20
1;ARTHUR;2017;10;9
1;ARTHUR;2018;10;12
1;ARTHUR;2019;10;16
1;ARTHUR;2020;10;6
1;ARTHUR;2021;10;11
1;AUGUSTE;2000;10;3
1;AUGUSTE;2008;10;3
1;AUGUSTE;2011;10;3
1;AUGUSTE;2013;10;4
1;AUGUSTE;2020;10;5
1;AUGUSTE;2021;10;3
1;AUGUSTIN;2000;10;4
1;AUGUSTIN;2002;10;3
1;AUGUSTIN;2003;10;4
1;AUGUSTIN;2006;10;4
1;AUGUSTIN;2007;10;3
1;AUGUSTIN;2008;10;3
1;AUGUSTIN;2009;10;10
1;AUGUSTIN;2010;10;4
1;AUGUSTIN;2011;10;7
1;AUGUSTIN;2012;10;5
1;AUGUSTIN;2013;10;5
1;AUGUSTIN;2014;10;4
1;AUGUSTIN;2015;10;3
1;AUGUSTIN;2016;10;5
1;AUGUSTIN;2017;10;5
1;AUGUSTIN;2018;10;3
1;AUGUSTIN;2019;10;6
1;AUGUSTIN;2021;10;3
1;AURELE;2005;10;3
1;AURÈLE;2021;10;3
1;AURELIEN;2011;10;3
1;AURÉLIEN;2000;10;10
1;AURÉLIEN;2001;10;8
1;AURÉLIEN;2002;10;6
1;AURÉLIEN;2003;10;8
1;AURÉLIEN;2004;10;5
1;AURÉLIEN;2005;10;4
1;AXEL;2000;10;13
1;AXEL;2001;10;11
1;AXEL;2002;10;13
1;AXEL;2003;10;14
1;AXEL;2004;10;14
1;AXEL;2005;10;15
1;AXEL;2006;10;13
1;AXEL;2007;10;9
1;AXEL;2008;10;16
1;AXEL;2009;10;18
1;AXEL;2010;10;13
1;AXEL;2011;10;18
1;AXEL;2012;10;14
1;AXEL;2013;10;8
1;AXEL;2014;10;7
1;AXEL;2015;10;7
1;AXEL;2016;10;10
1;AXEL;2017;10;6
1;AXEL;2018;10;6
1;AXEL;2019;10;7
1;AXEL;2020;10;6
1;AXEL;2021;10;4
1;AYDEN;2016;10;4
1;AYDEN;2018;10;7
1;AYDEN;2019;10;6
1;AYDEN;2020;10;12
1;AYDEN;2021;10;8
1;AYLAN;2018;10;4
1;AYLAN;2019;10;3
1;AYMAN;2010;10;3
1;AYMAN;2012;10;3
1;AYMEN;2006;10;3
1;AYMEN;2014;10;3
1;AYMEN;2016;10;7
1;AYMEN;2019;10;4
1;AYMERIC;2000;10;4
1;AYMERIC;2002;10;4
1;AYMERIC;2005;10;5
1;AYMERIC;2013;10;5
1;AYOUB;2004;10;3
1;AYOUB;2005;10;4
1;AYOUB;2007;10;4
1;AYOUB;2009;10;4
1;AYOUB;2011;10;3
1;AYOUB;2013;10;4
1;AYOUB;2014;10;3
1;AYOUB;2015;10;5
1;AYOUB;2019;10;3
1;BAPTISTE;2000;10;16
1;BAPTISTE;2001;10;10
1;BAPTISTE;2002;10;16
1;BAPTISTE;2003;10;23
1;BAPTISTE;2004;10;21
1;BAPTISTE;2005;10;23
1;BAPTISTE;2006;10;23
1;BAPTISTE;2007;10;12
1;BAPTISTE;2008;10;12
1;BAPTISTE;2009;10;10
1;BAPTISTE;2010;10;12
1;BAPTISTE;2011;10;6
1;BAPTISTE;2012;10;9
1;BAPTISTE;2013;10;4
1;BAPTISTE;2014;10;11
1;BAPTISTE;2015;10;4
1;BAPTISTE;2016;10;5
1;BAPTISTE;2017;10;4
1;BAPTISTE;2019;10;6
1;BAPTISTE;2020;10;3
1;BASILE;2010;10;4
1;BASILE;2017;10;4
1;BASILE;2020;10;3
1;BASTIEN;2000;10;12
1;BASTIEN;2001;10;12
1;BASTIEN;2002;10;7
1;BASTIEN;2003;10;5
1;BASTIEN;2004;10;6
1;BASTIEN;2005;10;6
1;BASTIEN;2006;10;3
1;BASTIEN;2007;10;3
1;BASTIEN;2008;10;4
1;BASTIEN;2009;10;4
1;BASTIEN;2011;10;4
1;BASTIEN;2012;10;3
1;BASTIEN;2013;10;4
1;BASTIEN;2015;10;5
1;BASTIEN;2017;10;3
1;BASTIEN;2018;10;4
1;BATISTE;2002;10;3
1;BENJAMIN;2000;10;17
1;BENJAMIN;2001;10;18
1;BENJAMIN;2002;10;26
1;BENJAMIN;2003;10;12
1;BENJAMIN;2004;10;12
1;BENJAMIN;2005;10;13
1;BENJAMIN;2006;10;10
1;BENJAMIN;2007;10;3
1;BENJAMIN;2009;10;9
1;BENJAMIN;2010;10;5
1;BENJAMIN;2011;10;7
1;BENJAMIN;2012;10;5
1;BENJAMIN;2013;10;5
1;BENJAMIN;2014;10;3
1;BENJAMIN;2015;10;3
1;BENJAMIN;2016;10;3
1;BENOÎT;2000;10;5
1;BENOÎT;2001;10;4
1;BENOÎT;2003;10;4
1;BENOÎT;2004;10;6
1;BILAL;2002;10;3
1;BILAL;2003;10;3
1;BILAL;2006;10;4
1;BILAL;2007;10;3
1;BILAL;2008;10;4
1;BILAL;2011;10;3
1;BILAL;2013;10;3
1;BILAL;2016;10;6
1;BILEL;2016;10;3
1;BRADLEY;2014;10;3
1;BRAHIM;2004;10;3
1;BRANDON;2000;10;3
1;BRANDON;2002;10;8
1;BRANDON;2003;10;6
1;BRANDON;2004;10;4
1;BRANDON;2008;10;3
1;BRANDON;2010;10;5
1;BRAYAN;2005;10;3
1;BRAYAN;2006;10;4
1;BRICE;2000;10;5
1;BRICE;2001;10;7
1;BRICE;2003;10;7
1;BRICE;2004;10;5
1;BRYAN;2000;10;11
1;BRYAN;2001;10;9
1;BRYAN;2002;10;5
1;BRYAN;2003;10;7
1;BRYAN;2004;10;6
1;BRYAN;2005;10;5
1;BRYAN;2006;10;3
1;BRYAN;2007;10;4
1;BRYAN;2008;10;5
1;BRYAN;2015;10;4
1;BRYAN;2016;10;4
1;BRYAN;2018;10;3
1;CALVIN;2007;10;3
1;CALVIN;2013;10;3
1;CAMERON;2009;10;3
1;CAMERON;2010;10;3
1;CAMERON;2020;10;4
1;CAMILLE;2006;10;3
1;CAMILLE;2008;10;4
1;CAMILLE;2010;10;6
1;CAMILLE;2011;10;5
1;CAMILLE;2013;10;3
1;CAMILLE;2015;10;6
1;CAMILLE;2016;10;6
1;CAMILLE;2018;10;5
1;CAMILLE;2019;10;4
1;CAMILLE;2020;10;5
1;CEDRIC;2000;10;3
1;CEDRIC;2001;10;4
1;CEDRIC;2002;10;3
1;CEDRIC;2003;10;4
1;CÉLESTIN;2016;10;3
1;CELIAN;2008;10;3
1;CELIAN;2009;10;4
1;CELIAN;2010;10;3
1;CÉLIAN;2012;10;4
1;CÉLIAN;2013;10;3
1;CÉLIAN;2014;10;3
1;CÉLIAN;2016;10;3
1;CÉLIAN;2017;10;3
1;CÉLIAN;2019;10;3
1;CÉLYAN;2020;10;3
1;CÉSAR;2019;10;3
1;CHAHID;2012;10;3
1;CHARLES;2000;10;6
1;CHARLES;2001;10;9
1;CHARLES;2002;10;5
1;CHARLES;2003;10;4
1;CHARLES;2004;10;3
1;CHARLES;2005;10;6
1;CHARLES;2006;10;5
1;CHARLES;2007;10;4
1;CHARLES;2009;10;6
1;CHARLES;2010;10;5
1;CHARLES;2011;10;3
1;CHARLES;2013;10;5
1;CHARLES;2014;10;5
1;CHARLES;2015;10;6
1;CHARLES;2017;10;3
1;CHARLES;2019;10;4
1;CHARLES;2020;10;4
1;CHARLES;2021;10;4
1;CHARLIE;2014;10;3
1;CHARLY;2000;10;4
1;CHARLY;2001;10;4
1;CHARLY;2004;10;6
1;CHARLY;2006;10;7
1;CHARLY;2007;10;3
1;CHARLY;2008;10;3
1;CHARLY;2009;10;5
1;CHARLY;2010;10;3
1;CHARLY;2011;10;4
1;CHARLY;2013;10;3
1;CHARLY;2014;10;4
1;CHARLY;2016;10;4
1;CHARLY;2017;10;3
1;CHARLY;2018;10;4
1;CHARLY;2021;10;8
1;CHRIS;2006;10;3
1;CHRIS;2009;10;3
1;CHRISTOPHE;2002;10;3
1;CHRISTOPHER;2000;10;5
1;CHRISTOPHER;2002;10;4
1;CHRISTOPHER;2005;10;3
1;CHRISTOPHER;2006;10;4
1;CLEMENT;2010;10;10
1;CLEMENT;2011;10;15
1;CLEMENT;2012;10;3
1;CLÉMENT;2000;10;21
1;CLÉMENT;2001;10;16
1;CLÉMENT;2002;10;17
1;CLÉMENT;2003;10;22
1;CLÉMENT;2004;10;15
1;CLÉMENT;2005;10;21
1;CLÉMENT;2006;10;24
1;CLÉMENT;2007;10;15
1;CLÉMENT;2008;10;18
1;CLÉMENT;2009;10;16
1;CLÉMENT;2010;10;7
1;CLÉMENT;2011;10;5
1;CLÉMENT;2012;10;11
1;CLÉMENT;2013;10;9
1;CLÉMENT;2014;10;15
1;CLÉMENT;2015;10;3
1;CLÉMENT;2016;10;5
1;CLÉMENT;2017;10;4
1;CLÉMENT;2018;10;9
1;CLÉMENT;2019;10;13
1;CLÉMENT;2020;10;5
